"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Inventor'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': '# of patents'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Country'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Active'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Main fields of invention'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Ref'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Esmael H. Dinan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '327'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2006-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Communication networks'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Keith R. Walker'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '326'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Saudi Arabia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2003-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Various'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Elizabeth A. Sweeney'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '326'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2010-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Various'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Hanson S. Gifford III'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '325'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1986-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Medical devices'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Dean L. Kamen'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '325'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1979-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Battery-powered electric vehicles, Medical devices, Stirling engines, Water purification, Wheelchairs'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Daniel J. Winarski'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '315'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1982-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Various'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Liang Liu'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '315'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'China'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2005-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Carbon nanotubes and their applications'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Timothy J. Slegel'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '315'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1993-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Computer architecture'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Steven L. Teig'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '314'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1995-2018'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Integrated Circuits'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Philip D. Nguyen'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '311'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1992-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Oilfield'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Frank J. Viola'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '310'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1981-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Surgical instruments, Medical devices'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Victor S. Moore'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '310'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1982-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Various'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Kulvir S. Bhogal'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '309'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2003-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Various'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Victoria Smith'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '308'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2006-2017'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Proteins, Antibodies'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Robert G. LeTourneau'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '299'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1888(b)-1969(d)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Earthworks (engineering), Heavy Equipment, Industrial Machinery'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Michael (S.) Tsirkin'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '299'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Israel'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2012-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Virtual Machines, I/O Data Processing, Computer Graphics, Power Management, Computer Memory, Computer Networks, Distributed Data Processing, Fault Recovery, Data Structures'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'William R. Tonti'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '291'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1994-2016'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Integrated Circuits, CMOS, DRAM, Semiconductor device fabrication'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Zine-Eddine Boutaghou'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '290'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Algeria'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1994-2018'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Hard disk drive'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Assaf Natanzon'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '290'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Israel'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2007-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Storage Systems, Data Protection'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Adam Heller'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '284'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Romania'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1968-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Solar cells, Glucose meters, Lasers'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jeffrey W. Sleight'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '283'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1998-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Integrated Circuits, CMOS, Semiconductor device fabrication'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Brent Keeth'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '279'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1994-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Integrated Circuits, CMOS, DRAM'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Madhusudan K. Iyengar'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '277'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'India'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2005-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Chip Cooling'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Cyprian E. Uzoh'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '273'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Nigeria'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1998-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Semiconductor processing'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Daniel C. Edelstein'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '273'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1991-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Semiconductor manufacturing'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Michael A. Rothman'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '272'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2001-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Computer software and firmware'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Hartley Owen'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '267'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1976-2010'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Fluid catalytic cracking'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Bran Ferren'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '259'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1986-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Computers, Consumer Electronics, Electro-Optical Systems, Medical, User Interfaces, Automotive, Vehicles & Transportation'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Yoshihiro Kikuchi'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '257'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Japan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1994-2018'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Video processing'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Christopher J. Dawson'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '256'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2006-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Various'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Takeshi Chujoh'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '256'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Japan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1995-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Video processing'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Rajiv V. Joshi'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '255'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1986-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Electronics, analytics'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Harry (Tom) Graef'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '254'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1976-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Business machines, automation'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Craig E. Hampel'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '250'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1996-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Integrated Circuits'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Dorin Comaniciu'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '248'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2003-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Machine Intelligence, Medical Imaging, Image-Guided Surgery, Computer Vision'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Nobuyuki Taniguchi'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '245'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Japan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1979-2015'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Cameras'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sandeep R. Patil'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '244'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'India'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2008-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Various'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Johnny M. Shieh'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '242'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1996-2018'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Various'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Andrew J. Ouderkirk'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '242'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1989-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'LEDs, Optic Films'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Philip S. Yu'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '240'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1982-2018'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Various'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'James E. Bostick'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '238'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1993-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Various'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Imad Libbus'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '237'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2007-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Medical devices'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Louis B. Rosenberg'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '232'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1995-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Augmented Reality, Virtual Reality, HCI'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Gerald F. McBrearty'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '231'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1997-2018'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Various'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Zvi Or-Bach'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '230'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1982-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Various'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Thomas J. Kennedy III'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '228'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1992-2018'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sporting Goods, Wind Turbines, Biotechnology'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Mark A. Horowitz'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '226'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1993-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Integrated Circuits'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Michael L. Fripp'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '226'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2004-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Oilfield'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'James R. Kraemer'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '224'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2008-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Various'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Dureseti Chidambarrao'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '221'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1995-2017'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Integrated Circuits, CMOS, Semiconductor device fabrication'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Paul Ian Mackey'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '220'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Australia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2008-2016'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Printing, Mechanical'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'James W. Seaman'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '220'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2005-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Various'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Seung H. Kang'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '216'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2002-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Semiconductor device technologies, MRAM, spintronics, and memory circuit design'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jonathan J. Hull'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '215'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1987-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Various'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Stephen G. Perlman'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '213'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1989-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Wireless communications, Cloud gaming, Video compression'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Mukta Ghate Farooq'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '213'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'India'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1993-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Semiconductor materials and structures, packaging technology, and 3-dimensional silicon integration'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sebastian T. Ventrone'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '210'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1989-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Semiconductor, Logic, Architecture'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
